id,text,category_id,priority,status,created_at,author_id,assigned_to
9442,конструкторская спецификация нужно скорректировать для выполнения контракта,11,3,new,2026-05-24 12:00:00,1,
9443,план-график на май месяц нужно скорректировать,11,3,new,2026-05-24 12:00:00,1,
9444,"Срочное обращение к руководству: чертежи деталей для сборочной бригады не соответствует возможностям, иначе сорвем сроки поставки. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9445,"Срочное обращение к руководству: сменное задание по проекту модернизации выдайте на смену, выдайте актуальные чертежи. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9446,"Срочное обращение к руководству: план-график по проекту модернизации выдайте на смену, срочно передайте в работу. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9447,"Обратите внимание на то, что у нас план производства на май месяц отстает от графика, сделайте расчет загрузки оборудования. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9448,"В очередной раз сообщаю, что сменное задание на текущую неделю отстает от графика, не хватает материалов. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9449,"Довожу до вашего сведения, что план-график по проекту модернизации нужно скорректировать, выдайте актуальные чертежи. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9450,"В очередной раз сообщаю, что сменное задание для сборочной бригады выдайте на смену, не хватает материалов. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9451,"В очередной раз сообщаю, что чертежи деталей для выполнения контракта нужно скорректировать, потому что сломался пресс. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9452,"Вчера во время рабочей смены произошло следующее: план-график в планово-экономическом отделе отстает от графика, сделайте расчет загрузки оборудования. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9453,"Довожу до вашего сведения, что производственные нормы для сборочной бригады не соответствует возможностям, выдайте актуальные чертежи. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9454,"Обратите внимание на то, что у нас план-график в планово-экономическом отделе не соответствует возможностям, согласно новому заданию руководства. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9455,"Обратите внимание на то, что у нас наряд на работу по проекту модернизации согласуйте объемы, мы не успеваем выпустить партию. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9456,"Обратите внимание на то, что у нас чертежи деталей на май месяц срочно доработайте, не хватает материалов. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9457,"Довожу до вашего сведения, что план производства для сборочной бригады отстает от графика, согласно новому заданию руководства. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9458,"Обратите внимание на то, что у нас план производства в планово-экономическом отделе нужно скорректировать, потому что сломался пресс. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9459,"В очередной раз сообщаю, что объем выпуска деталей для выполнения контракта нужно скорректировать, согласно новому заданию руководства. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9460,"Срочное обращение к руководству: конструкторская спецификация для цеха металлообработки нужно скорректировать, сделайте расчет загрузки оборудования. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9461,"Вчера во время рабочей смены произошло следующее: объем выпуска деталей на текущую неделю не соответствует возможностям, мы не успеваем выпустить партию. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9462,"Срочное обращение к руководству: сменное задание в планово-экономическом отделе требуется пересчитать, иначе сорвем сроки поставки. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9463,"Вчера во время рабочей смены произошло следующее: конструкторская спецификация для выполнения контракта измените сроки, не хватает материалов. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9464,"В очередной раз сообщаю, что график загрузки станков для выполнения контракта не соответствует возможностям, сделайте расчет загрузки оборудования. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9465,"Обратите внимание на то, что у нас план-график для цеха металлообработки срочно доработайте, выдайте актуальные чертежи. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9466,"Обратите внимание на то, что у нас наряд на работу для сборочной бригады не соответствует возможностям, потому что сломался пресс. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9467,"Вчера во время рабочей смены произошло следующее: сроки сдачи заказа на май месяц нужно скорректировать, выдайте актуальные чертежи. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9468,"Довожу до вашего сведения, что чертежи деталей на текущую неделю утвердите у начальника, иначе сорвем сроки поставки. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9469,"В очередной раз сообщаю, что производственные нормы на май месяц измените сроки, согласно новому заданию руководства. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9470,"Срочное обращение к руководству: конструкторская спецификация в планово-экономическом отделе не соответствует возможностям, иначе сорвем сроки поставки. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9471,"Срочное обращение к руководству: сроки сдачи заказа для цеха металлообработки утвердите у начальника, выдайте актуальные чертежи. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9472,"Вчера во время рабочей смены произошло следующее: план производства на май месяц требуется пересчитать, иначе сорвем сроки поставки. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9473,"Срочное обращение к руководству: график загрузки станков для цеха металлообработки согласуйте объемы, иначе сорвем сроки поставки. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9474,"Довожу до вашего сведения, что наряд на работу для цеха металлообработки срочно доработайте, сделайте расчет загрузки оборудования. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9475,"Обратите внимание на то, что у нас сменное задание в планово-экономическом отделе нужно скорректировать, потому что сломался пресс. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9476,"Вчера во время рабочей смены произошло следующее: наряд на работу по проекту модернизации отстает от графика, выдайте актуальные чертежи. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9477,"Обратите внимание на то, что у нас сроки сдачи заказа по проекту модернизации отстает от графика, потому что сломался пресс. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9478,"Обратите внимание на то, что у нас план производства по проекту модернизации согласуйте объемы, потому что сломался пресс. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9479,"Довожу до вашего сведения, что наряд на работу для выполнения контракта требуется пересчитать, потому что сломался пресс. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9480,"Довожу до вашего сведения, что производственные нормы в планово-экономическом отделе не соответствует возможностям, сделайте расчет загрузки оборудования. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9481,"Обратите внимание на то, что у нас план производства для сборочной бригады требуется пересчитать, иначе сорвем сроки поставки. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9482,"В очередной раз сообщаю, что наряд на работу для сборочной бригады нужно скорректировать, потому что сломался пресс. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9483,"Довожу до вашего сведения, что объем выпуска деталей для цеха металлообработки требуется пересчитать, не хватает материалов. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9484,"Обратите внимание на то, что у нас чертежи деталей на май месяц требуется пересчитать, не хватает материалов. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9485,"Срочное обращение к руководству: наряд на работу на текущую неделю требуется пересчитать, мы не успеваем выпустить партию. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9486,"В очередной раз сообщаю, что график загрузки станков на май месяц не соответствует возможностям, иначе сорвем сроки поставки. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9487,"Срочное обращение к руководству: план-график для сборочной бригады утвердите у начальника, иначе сорвем сроки поставки. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9488,"Обратите внимание на то, что у нас план-график для цеха металлообработки измените сроки, срочно передайте в работу. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9489,"Вчера во время рабочей смены произошло следующее: чертежи деталей для цеха металлообработки срочно доработайте, срочно передайте в работу. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9490,"Обратите внимание на то, что у нас производственные нормы по проекту модернизации требуется пересчитать, мы не успеваем выпустить партию. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9491,"В очередной раз сообщаю, что сменное задание для сборочной бригады согласуйте объемы, потому что сломался пресс. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9492,"Довожу до вашего сведения, что конструкторская спецификация на май месяц не соответствует возможностям, иначе сорвем сроки поставки. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9493,"В очередной раз сообщаю, что план-график на текущую неделю не соответствует возможностям, потому что сломался пресс. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9494,"Срочное обращение к руководству: конструкторская спецификация на май месяц требуется пересчитать, не хватает материалов. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9495,"Вчера во время рабочей смены произошло следующее: сроки сдачи заказа для сборочной бригады измените сроки, потому что сломался пресс. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9496,"В очередной раз сообщаю, что план производства по проекту модернизации нужно скорректировать, выдайте актуальные чертежи. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9497,"Вчера во время рабочей смены произошло следующее: план-график для выполнения контракта утвердите у начальника, согласно новому заданию руководства. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9498,"Вчера во время рабочей смены произошло следующее: наряд на работу для выполнения контракта отстает от графика, мы не успеваем выпустить партию. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9499,"Обратите внимание на то, что у нас объем выпуска деталей в планово-экономическом отделе утвердите у начальника, сделайте расчет загрузки оборудования. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9500,"Обратите внимание на то, что у нас конструкторская спецификация для цеха металлообработки выдайте на смену, выдайте актуальные чертежи. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9501,"Обратите внимание на то, что у нас план-график для выполнения контракта не соответствует возможностям, выдайте актуальные чертежи. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9502,"Срочное обращение к руководству: конструкторская спецификация для цеха металлообработки отстает от графика, потому что сломался пресс. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9503,"В очередной раз сообщаю, что план производства на текущую неделю нужно скорректировать, потому что сломался пресс. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9504,"Обратите внимание на то, что у нас сменное задание по проекту модернизации не соответствует возможностям, срочно передайте в работу. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9505,"Срочное обращение к руководству: план производства для выполнения контракта нужно скорректировать, не хватает материалов. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9506,"В очередной раз сообщаю, что сроки сдачи заказа в планово-экономическом отделе не соответствует возможностям, не хватает материалов. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9507,"Обратите внимание на то, что у нас чертежи деталей на май месяц срочно доработайте, иначе сорвем сроки поставки. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9508,"Довожу до вашего сведения, что объем выпуска деталей по проекту модернизации нужно скорректировать, сделайте расчет загрузки оборудования. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9509,"В очередной раз сообщаю, что объем выпуска деталей для сборочной бригады нужно скорректировать, иначе сорвем сроки поставки. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9510,"Довожу до вашего сведения, что план-график на май месяц выдайте на смену, согласно новому заданию руководства. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9511,"В очередной раз сообщаю, что план-график в планово-экономическом отделе согласуйте объемы, срочно передайте в работу. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9512,"Срочное обращение к руководству: наряд на работу для цеха металлообработки не соответствует возможностям, срочно передайте в работу. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9513,"Обратите внимание на то, что у нас наряд на работу для цеха металлообработки согласуйте объемы, сделайте расчет загрузки оборудования. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9514,"В очередной раз сообщаю, что сменное задание для цеха металлообработки требуется пересчитать, потому что сломался пресс. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9515,"В очередной раз сообщаю, что план-график на текущую неделю срочно доработайте, выдайте актуальные чертежи. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9516,"Обратите внимание на то, что у нас план производства на текущую неделю утвердите у начальника, срочно передайте в работу. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9517,"Довожу до вашего сведения, что производственные нормы для цеха металлообработки утвердите у начальника, иначе сорвем сроки поставки. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9518,"Срочное обращение к руководству: чертежи деталей для сборочной бригады отстает от графика, срочно передайте в работу. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9519,"Вчера во время рабочей смены произошло следующее: наряд на работу по проекту модернизации утвердите у начальника, согласно новому заданию руководства. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9520,"Вчера во время рабочей смены произошло следующее: конструкторская спецификация на текущую неделю выдайте на смену, потому что сломался пресс. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9521,"Вчера во время рабочей смены произошло следующее: план-график для сборочной бригады нужно скорректировать, сделайте расчет загрузки оборудования. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9522,"Обратите внимание на то, что у нас сменное задание для цеха металлообработки требуется пересчитать, срочно передайте в работу. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9523,"Обратите внимание на то, что у нас сроки сдачи заказа на текущую неделю не соответствует возможностям, не хватает материалов. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9524,"В очередной раз сообщаю, что план производства на май месяц утвердите у начальника, выдайте актуальные чертежи. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9525,"В очередной раз сообщаю, что план-график на текущую неделю нужно скорректировать, срочно передайте в работу. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9526,"Срочное обращение к руководству: наряд на работу для сборочной бригады согласуйте объемы, мы не успеваем выпустить партию. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9527,"Срочное обращение к руководству: сроки сдачи заказа в планово-экономическом отделе выдайте на смену, согласно новому заданию руководства. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9528,"Вчера во время рабочей смены произошло следующее: план-график для сборочной бригады нужно скорректировать, согласно новому заданию руководства. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9529,"В очередной раз сообщаю, что объем выпуска деталей для сборочной бригады отстает от графика, срочно передайте в работу. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9530,"В очередной раз сообщаю, что сменное задание на май месяц согласуйте объемы, выдайте актуальные чертежи. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9531,"Довожу до вашего сведения, что производственные нормы на текущую неделю выдайте на смену, мы не успеваем выпустить партию. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9532,"Вчера во время рабочей смены произошло следующее: сроки сдачи заказа для сборочной бригады требуется пересчитать, мы не успеваем выпустить партию. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9533,"Довожу до вашего сведения, что сменное задание на май месяц согласуйте объемы, потому что сломался пресс. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9534,"Срочное обращение к руководству: производственные нормы по проекту модернизации выдайте на смену, согласно новому заданию руководства. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9535,"В очередной раз сообщаю, что сроки сдачи заказа по проекту модернизации выдайте на смену, потому что сломался пресс. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9536,"Вчера во время рабочей смены произошло следующее: график загрузки станков на текущую неделю не соответствует возможностям, мы не успеваем выпустить партию. Пожалуйста, разберитесь с этим как можно быстрее.",11,3,new,2026-05-24 12:00:00,1,
9537,"Обратите внимание на то, что у нас конструкторская спецификация на текущую неделю утвердите у начальника, срочно передайте в работу. Надеюсь на оперативное решение данной проблемы.",11,3,new,2026-05-24 12:00:00,1,
9538,"В очередной раз сообщаю, что объем выпуска деталей на текущую неделю утвердите у начальника, потому что сломался пресс. Невозможно продолжать нормальную работу в таких условиях.",11,3,new,2026-05-24 12:00:00,1,
9539,"Довожу до вашего сведения, что план производства на май месяц отстает от графика, согласно новому заданию руководства. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9540,"Довожу до вашего сведения, что наряд на работу для сборочной бригады нужно скорректировать, не хватает материалов. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9541,"Срочное обращение к руководству: сменное задание по проекту модернизации требуется пересчитать, выдайте актуальные чертежи. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9542,"Срочное обращение к руководству: объем выпуска деталей в планово-экономическом отделе измените сроки, потому что сломался пресс. Прошу принять срочные меры и прислать ответственного специалиста.",11,3,new,2026-05-24 12:00:00,1,
9543,"Довожу до вашего сведения, что график загрузки станков для цеха металлообработки выдайте на смену, не хватает материалов. Это мешает выполнению дневного плана производства.",11,3,new,2026-05-24 12:00:00,1,
9544,к кому,12,3,new,2026-05-24 12:00:00,1,
9545,смотрю сериал прогулка,12,3,new,2026-05-24 12:00:00,1,
9546,смотрю сериал напиток,12,3,new,2026-05-24 12:00:00,1,
9547,прогулка подскажите пожалуйста,12,3,new,2026-05-24 12:00:00,1,
9548,варю кофе,12,3,new,2026-05-24 12:00:00,1,
9549,напиток отдыхаю дома,12,3,new,2026-05-24 12:00:00,1,
9550,пошел прогуляться поход,12,3,new,2026-05-24 12:00:00,1,
9551,прогуливаюсь на коридор,12,3,new,2026-05-24 12:00:00,1,
9552,хочу спросить напиток,12,3,new,2026-05-24 12:00:00,1,
9553,пошел прогуляться,12,3,new,2026-05-24 12:00:00,1,
9554,решил прогуляться,12,3,new,2026-05-24 12:00:00,1,
9555,смена встретился с,12,3,new,2026-05-24 12:00:00,1,
9556,коридор читаю статью,12,3,new,2026-05-24 12:00:00,1,
9557,встреча выпускников,12,3,new,2026-05-24 12:00:00,1,
9558,произошел инцидент напиток,12,3,new,2026-05-24 12:00:00,1,
9559,обсуждаю с,12,3,new,2026-05-24 12:00:00,1,
9560,кофе,12,3,new,2026-05-24 12:00:00,1,
9561,погода пошел погулять,12,3,new,2026-05-24 12:00:00,1,
9562,чай смотрю сериал,12,3,new,2026-05-24 12:00:00,1,
9563,подумал вчера,12,3,new,2026-05-24 12:00:00,1,
9564,жалоба на,12,3,new,2026-05-24 12:00:00,1,
9565,к кому напиток,12,3,new,2026-05-24 12:00:00,1,
9566,кто за погода,12,3,new,2026-05-24 12:00:00,1,
9567,готовлю ужин погода,12,3,new,2026-05-24 12:00:00,1,
9568,поехал на,12,3,new,2026-05-24 12:00:00,1,
9569,режим работы,12,3,new,2026-05-24 12:00:00,1,
9570,чай хочу предложить,12,3,new,2026-05-24 12:00:00,1,
9571,поздравляю с,12,3,new,2026-05-24 12:00:00,1,
9572,смотрю сериал погода,12,3,new,2026-05-24 12:00:00,1,
9573,планирую поехать,12,3,new,2026-05-24 12:00:00,1,
9574,пошел прогуляться напиток,12,3,new,2026-05-24 12:00:00,1,
9575,пишу письмо поход,12,3,new,2026-05-24 12:00:00,1,
9576,прогулка,12,3,new,2026-05-24 12:00:00,1,
9577,кофе посоветуйте фильм,12,3,new,2026-05-24 12:00:00,1,
9578,утренний кофе,12,3,new,2026-05-24 12:00:00,1,
9579,кофе хочу предложить,12,3,new,2026-05-24 12:00:00,1,
9580,поход готовлю ужин,12,3,new,2026-05-24 12:00:00,1,
9581,поехал на смена,12,3,new,2026-05-24 12:00:00,1,
9582,готовлю ужин кофе,12,3,new,2026-05-24 12:00:00,1,
9583,коридор прошу разобраться,12,3,new,2026-05-24 12:00:00,1,
9584,вкусный обед,12,3,new,2026-05-24 12:00:00,1,
9585,выходные дни,12,3,new,2026-05-24 12:00:00,1,
9586,чай нужна помощь,12,3,new,2026-05-24 12:00:00,1,
9587,решил прогуляться кофе,12,3,new,2026-05-24 12:00:00,1,
9588,кофе играю в,12,3,new,2026-05-24 12:00:00,1,
9589,поход пошел погулять,12,3,new,2026-05-24 12:00:00,1,
9590,подумал вчера смена,12,3,new,2026-05-24 12:00:00,1,
9591,коридор отдыхаю дома,12,3,new,2026-05-24 12:00:00,1,
9592,разговариваю по прогулка,12,3,new,2026-05-24 12:00:00,1,
9593,играю в чай,12,3,new,2026-05-24 12:00:00,1,
9594,читаю статью,12,3,new,2026-05-24 12:00:00,1,
9595,напиток подумал вчера,12,3,new,2026-05-24 12:00:00,1,
9596,планирую поехать чай,12,3,new,2026-05-24 12:00:00,1,
9597,чай,12,3,new,2026-05-24 12:00:00,1,
9598,сделайте пожалуйста чай,12,3,new,2026-05-24 12:00:00,1,
9599,личные дела,12,3,new,2026-05-24 12:00:00,1,
9600,подскажите пожалуйста смена,12,3,new,2026-05-24 12:00:00,1,
9601,сделайте пожалуйста напиток,12,3,new,2026-05-24 12:00:00,1,
9602,пошел погулять смена,12,3,new,2026-05-24 12:00:00,1,
9603,нужна помощь коридор,12,3,new,2026-05-24 12:00:00,1,
9604,обратите внимание напиток,12,3,new,2026-05-24 12:00:00,1,
9605,пришел на смена,12,3,new,2026-05-24 12:00:00,1,
9606,слушаю музыку напиток,12,3,new,2026-05-24 12:00:00,1,
9607,подскажите пожалуйста чай,12,3,new,2026-05-24 12:00:00,1,
9608,прогулка играю в,12,3,new,2026-05-24 12:00:00,1,
9609,планирую поехать кофе,12,3,new,2026-05-24 12:00:00,1,
9610,коридор помогаю маме,12,3,new,2026-05-24 12:00:00,1,
9611,коридор,12,3,new,2026-05-24 12:00:00,1,
9612,пошел погулять,12,3,new,2026-05-24 12:00:00,1,
9613,прогулка помогаю маме,12,3,new,2026-05-24 12:00:00,1,
9614,коридор кто за,12,3,new,2026-05-24 12:00:00,1,
9615,коридор обратите внимание,12,3,new,2026-05-24 12:00:00,1,
9616,чай пришел на,12,3,new,2026-05-24 12:00:00,1,
9617,смена поздравляю с,12,3,new,2026-05-24 12:00:00,1,
9618,посоветуйте фильм кофе,12,3,new,2026-05-24 12:00:00,1,
9619,поздравляю с погода,12,3,new,2026-05-24 12:00:00,1,
9620,слушаю музыку коридор,12,3,new,2026-05-24 12:00:00,1,
9621,смена пошел погулять,12,3,new,2026-05-24 12:00:00,1,
9622,коридор посоветуйте фильм,12,3,new,2026-05-24 12:00:00,1,
9623,к кому поход,12,3,new,2026-05-24 12:00:00,1,
9624,кофе обратите внимание,12,3,new,2026-05-24 12:00:00,1,
9625,варю кофе кофе,12,3,new,2026-05-24 12:00:00,1,
9626,поход завариваю чай,12,3,new,2026-05-24 12:00:00,1,
9627,поздравляю с чай,12,3,new,2026-05-24 12:00:00,1,
9628,поход смотрю сериал,12,3,new,2026-05-24 12:00:00,1,
9629,чай подскажите по,12,3,new,2026-05-24 12:00:00,1,
9630,поход подскажите пожалуйста,12,3,new,2026-05-24 12:00:00,1,
9631,смена,12,3,new,2026-05-24 12:00:00,1,
9632,поход наблюдаю за,12,3,new,2026-05-24 12:00:00,1,
9633,произошел инцидент коридор,12,3,new,2026-05-24 12:00:00,1,
9634,смена обсуждаю с,12,3,new,2026-05-24 12:00:00,1,
9635,кофе занимаюсь спортом,12,3,new,2026-05-24 12:00:00,1,
9636,хобби и,12,3,new,2026-05-24 12:00:00,1,
9637,пошел погулять кофе,12,3,new,2026-05-24 12:00:00,1,
9638,подскажите пожалуйста,12,3,new,2026-05-24 12:00:00,1,
9639,прогуливаюсь на,12,3,new,2026-05-24 12:00:00,1,
9640,домашний ремонт,12,3,new,2026-05-24 12:00:00,1,
