text,label
после термической обработки имеет сорванную резьбу вал двигателя,2
на кухне хочу предложить непонятная ситуация,11
хуесос,14
канализационный сток засорился в подвале здания,7
у всех сотрудников отдела постоянно сбоит антивирусная программа,6
мужской туалет,13
на текущую смену полностью закончились наждачная бумага,3
zaebal etot ebaniy printer suka мразь,14
электропроводка на складе готовой продукции дымится,1
респиратор около прессового оборудования висит прямо над проходом,4
в штамповочном цеху перегрелся водяной насос,0
лсд,14
копия трудовой книжки выдайте мне на имя директора,5
в очередной раз сообщаю что защитная каска в покрасочной камере не_соответствует нормам от нечем дышать из за пыли это мешает выполнению дневного плана производства,4
готовая продукция с дефектами геометрии на участке сборки,2
больничный лист зарегистрируйте,5
программа numс у всех сотрудников отдела постоянно сбоит,6
в очередной раз сообщаю что замена воздушных фильтров на шлифовальном участке нужно проверить иначе снимут с гарантии пожалуйста разберитесь с этим как можно быстрее,8
канализационный сток капает на пол под прессом,7
программа numс постоянно сбоит на моем рабочем компьютере,6
вводный инструктаж пройдите аттестацию в стороннем учебном центре,9
prostitute ебать,14
кофе отдыхаю дома,11
план производства на текущую неделю не_соответствует возможностям,10
конструкторская спецификация отстает от графика для цеха металлообработки,10
свет погас в диспетчерской,1
прогулка прошу разобраться,11
для банка выдайте мне справка с места работы,5
сломался офисный принтер,12
в штамповочном цеху бьет током компрессорная установка,0
около прессового оборудования не_работает исправно защитное ограждение,4
срочное обращение к руководству гидравлический шланг в углу сборочного цеха свищет во все стороны вызовите сантехников немедленно невозможно продолжать нормальную работу в таких условиях,7
шлюха ебать,14
вытекает реагент из промывочной системы num,7
срочное обращение к руководству локальная сеть у всех сотрудников отдела постоянно сбоит программа пишет ошибку доступа невозможно продолжать нормальную работу в таких условиях,6
для пресса haas просрочено выполнение диагностика систем,8
геноцид сука,14
локальная сеть требует обновления в бухгалтерии,6
довожу до вашего сведения что бумага формата аnum в плановом отделе зажевал бумагу купите новую клавиатуру взамен сломанной пожалуйста разберитесь с этим как можно быстрее,12
похуй,14
вчера во время рабочей смены произошло следующее редуктор в литейном пролете бьет током масло капает на пол это мешает выполнению дневного плана производства,0
смазка направляющих,8
в кабинетах администрации подметите пожалуйста металлическая стружка,13
светодиодная лампа в проходе цеха не_горит вообще,1
хач,14
сломался шпиндель,0
подъемник перегрелся около сборочной линии,0
слой пыли на столах после ремонта оборудования засорилась,13
в очередной раз сообщаю что план производства по проекту модернизации нужно скорректировать выдайте актуальные чертежи это мешает выполнению дневного плана производства,10
svobodu politzaklyuchennim i net voyne doloy putina блять,14
антисемитизм ублюдки,14
потерянные ключи в курилке около цеха произошел инцидент,11
под прессом засорился холодная вода,7
потерянные ключи у мастера смены подскажите по вопросу,11
сварной шов после шлифовки имеет трещину,2
холодная вода засорился в санузле второго этажа,7
для новых операторов нужно организовать экзамен по электробезопасности,9
сверла по металлу выдайте новые для операторов станков,3
течет сливная труба раковины на кухне num этажа,7
poshli vi vse v zhopu so svoim ebanim planom,14
в очередной раз сообщаю что концевые фрезы на склад снабжения закончился запас нечем протирать детали прошу принять срочные меры и прислать ответственного специалиста,3
обратите внимание на то что у нас силовой кабель в диспетчерской коротит искры летят во все стороны это мешает выполнению дневного плана производства,1
поверхность заготовки после фрезеровки не_соответствует чертежу,2
обратите внимание на то что у нас вытяжная вентиляция в химической лаборатории разлито по полу очень скользко ходить прошу принять срочные меры и прислать ответственного специалиста,4
погода посоветуйте фильм,11
довожу до вашего сведения что переполненные урны в зоне приема пищи требуется помыть мешает проходу и работе невозможно продолжать нормальную работу в таких условиях,13
новые фильмы,11
холодная вода засорился под прессом,7
хуила,14
довожу до вашего сведения что очередной отпуск для банка подготовьте к пятнице срочно нужна подпись надеюсь на оперативное решение данной проблемы,5
коридор цеха требуется помыть после ремонта оборудования,13
прогулка,11
бумага формата аnum на втором этаже офиса сломался,12
план график для выполнения контракта утвердите у начальника,10
нужно проверить,8
в очередной раз сообщаю что сменное задание на май месяц согласуйте объемы выдайте актуальные чертежи надеюсь на оперативное решение данной проблемы,10
коротит силовой кабель,1
выблядок мразь,14
почините уже эту хуйню в туалете блядь,14
диагностика систем нужно проверить для измерительного инструмента,8
погода пошел погулять,11
шпиндель заклинило,0
поверка приборов нужно проверить для пресса haas,8
толщина металла со сколами при финальной приемке,2
довожу до вашего сведения что переполненные урны на лестничной площадке засорилась мешает проходу и работе прошу принять срочные меры и прислать ответственного специалиста,13
отсутствует освещение в зоне num,1
оформление допуска высотным работам num,4
техническое обслуживание подошло время делать на шлифовальном участке,8
грязь на,13
вчера во время рабочей смены произошло следующее больничный лист в отделе кадров подготовьте к пятнице прошу внести изменения в базу пожалуйста разберитесь с этим как можно быстрее,5
защитное ограждение заблокировано в покрасочной камере,4
обратите внимание на то что у нас вал двигателя при финальной приемке не_соответствует чертежу зазоры слишком большие прошу принять срочные меры и прислать ответственного специалиста,2
конвейерная лента дымит,0
в диспетчерской службе не_открывается сетевой диск,6
поход на даче играю в игры,11
гудит электропроводка,1
в коридоре администрации заливает оборудование кран подачи воды,7
на окрасочном участке перегрелся водяной насос,0
я принес на завод пакет с белым порошком это отличный мефедрон если кто хочет расслабиться во время обеда подходите к трансформаторной будке за вторым цехом цена договорная соль кокс тоже есть,14
мфу canon не_печатает документы в приемной,12
в очередной раз сообщаю что подъемник в механическом отделении шумит при работе сработала аварийная защита пожалуйста разберитесь с этим как можно быстрее,0
гидравлический шланг протекает,7
нахуй шпиливили,14
для сборочной бригады утвердите у начальника производственные нормы,10
тупой нахуй,14
учетная запись требует обновления у всех сотрудников отдела,6
подъемник в литейном пролете издает металлический скрежет,0
в плановом отделе сломался наушники с микрофоном,12
в очередной раз сообщаю что непонятная ситуация по общим вопросам пришел на работу просто хотел спросить прошу принять срочные меры и прислать ответственного специалиста,11
шумит при подъемник,0
пластиковая пленка привезите на участок для операторов станков,3
в очередной раз сообщаю что светодиодная лампа около главного входа мигает без остановки искры летят во все стороны надеюсь на оперативное решение данной проблемы,1
кран балка выдает критическую,0
пидорас конченый блять,14
респиратор завалено посторонними,4
на ноутбуке зависла и не_реагирует локальная сеть,6
у всех сотрудников отдела требует обновления база данных,6
срочное обращение к руководству загазованность воздуха на сварочном участке завалено посторонними предметами запретите работу до устранения пожалуйста разберитесь с этим как можно быстрее,4
справка num ндфл для пенсионного фонда выдайте мне,5
лсд пиздец,14
на силовом оборудовании сделайте по регламенту чистка вентиляции,8
амф сука,14
очередной отпуск на имя директора нужно оформить,5
вчера во время рабочей смены произошло следующее техническое обслуживание для пресса haas нужно проверить для прохождения сертификации это мешает выполнению дневного плана производства,8
приебался гондон,14
получено обращение с неполной контактной информацией,11
картонные коробки в кабинетах администрации помойте пол,13
в штамповочном цеху сломался вентиляционная система,0
прорвало гидравлический шланг,7
в очередной раз сообщаю что больничный лист для пенсионного фонда требуется изменить иначе не_успею подать документы невозможно продолжать нормальную работу в таких условиях,5
обучение сотрудников,9
кофе наблюдаю за,11
для операторов станков выдайте новые концевые фрезы,3
концевые фрезы требуется заказать для ремонтной бригады,3
davay buhnem vodki i nakurimsya pryamo vo vremya smeni,14
сука конченая,14
электропатрон пробивает на корпус в коридоре,1
вчера во время рабочей смены произошло следующее циркулярная пила на окрасочном участке отключился сам по себе давление упало до нуля это мешает выполнению дневного плана производства,0
срочное обращение к руководству выключатель освещения около главного входа дымится света нет во всем крыле надеюсь на оперативное решение данной проблемы,1
вчера во время рабочей смены произошло следующее наряд на работу для выполнения контракта отстает от графика мы не_успеваем выпустить партию пожалуйста разберитесь с этим как можно быстрее,10
кран балка сломался,0
оформление допуска высотным работам num,4
нарушение правил транспортировки баллонов со сжатым газом,4
срочное обращение к руководству респиратор при работе на высоте не_работает исправно высокий риск падения прошу принять срочные меры и прислать ответственного специалиста,4
дымит станок чпу,0
произошел инцидент,11
вчера во время рабочей смены произошло следующее интересная книга на набережной пошел прогуляться чай разлили на стол невозможно продолжать нормальную работу в таких условиях,11
план график в планово экономическом отделе измените сроки,10
обратите внимание на то что у нас респиратор около прессового оборудования разлито по полу это может привести к травме пожалуйста разберитесь с этим как можно быстрее,4
на кухне к кому обратиться потерянные ключи,11
довожу до вашего сведения что техника безопасности в зоне погрузки заблокировано запретите работу до устранения пожалуйста разберитесь с этим как можно быстрее,4
обратите внимание на то что у нас напряжение в сети в диспетчерской искрит запахло горелой проводкой невозможно продолжать нормальную работу в таких условиях,1
обратите внимание на то что у нас трудовой договор для банка согласуйте пожалуйста прошу внести изменения в базу невозможно продолжать нормальную работу в таких условиях,5
выключатель освещения в мужской раздевалке перегорела,1
в очередной раз сообщаю что сроки сдачи заказа в планово экономическом отделе не_соответствует возможностям не_хватает материалов это мешает выполнению дневного плана производства,10
срочное обращение к руководству защитная каска около прессового оборудования отсутствуют у рабочих могут оштрафовать при проверке пожалуйста разберитесь с этим как можно быстрее,4
офисный монитор у секретаря пишет заменить картридж,12
вентиляционная система в первом цеху не_запускается,0
производственные нормы,10
нестандартная ситуация требует решения руководства,11
перегрелся шпиндель,0
перепланировать загрузку оборудования после ремонта num,10
в уютном кафе посоветуйте фильм вкусный обед,11
металлические хомуты,3
сво нахуй,14
офисный монитор,12
обратите внимание на то что у нас чай на набережной варю кофе завтра выходной день прошу принять срочные меры и прислать ответственного специалиста,11
прогулка в парке читаю статью в столовой,11
вчера во время рабочей смены произошло следующее диагностика систем для измерительного инструмента просрочено выполнение иначе снимут с гарантии это мешает выполнению дневного плана производства,8
приебался гондон,14
база данных не_принимает пароль на сервере предприятия,6
по технике безопасности необходимо переобучить курсы сварщиков,9
выявлен брак полимерного покрытия деталей партии num,2
коридор пошел прогуляться на природе,11
минет пиздец,14
искрит одна фаза,1
защитное покрытие имеет сорванную резьбу при финальной приемке,2
отопительная труба заливает оборудование около токарного станка,7
на участке сборки искривлен толщина металла,2
перевод в,5
справка num ндфл согласуйте пожалуйста в отделе кадров,5
обратите внимание на то что у нас машинное масло в коридоре администрации хлещет под давлением заливает готовую продукцию невозможно продолжать нормальную работу в таких условиях,7
расстрел,14
довожу до вашего сведения что чистка вентиляции для измерительного инструмента подошло время делать чтобы избежать поломок надеюсь на оперативное решение данной проблемы,8
вчера во время рабочей смены произошло следующее выключатель освещения в коридоре гудит запахло горелой проводкой пожалуйста разберитесь с этим как можно быстрее,1
не_начислена компенсация за неиспользованный отпуск num,5
не_работает сервис электронной подписи у num,6
срочное обращение к руководству корпоративная почта на сервере предприятия постоянно сбоит прошу сбросить пароль прошу принять срочные меры и прислать ответственного специалиста,6
дымит подъемник,0
довожу до вашего сведения что вводный инструктаж в стороннем учебном центре проведите инструктаж выдайте удостоверения пожалуйста разберитесь с этим как можно быстрее,9
автомат защиты гудит в мужской раздевалке,1
срочное обращение к руководству рационализаторское предложение в столовой хочу спросить прошу дать обратную связь пожалуйста разберитесь с этим как можно быстрее,11
нужен скорректировать план внедрения нового оборудования num,10
обратите внимание на то что у нас кран балка в первом цеху перегрелся давление упало до нуля это мешает выполнению дневного плана производства,0
металлическая стружка в раздевалке цеха помойте пол,13
пидор нахуй,14
курсы сварщиков для сотрудников смены num пройдите аттестацию,9
нарушение правил безопасности при химической обработке num,4
пидор ебать,14
в очередной раз сообщаю что плановая аттестация по технике безопасности необходимо переобучить согласно требованиям закона пожалуйста разберитесь с этим как можно быстрее,9
допуск по,2
кран балка,0
курилка во дворе после ремонта оборудования наведите порядок,13
вчера во время рабочей смены произошло следующее потолок в помещении на чердаке над архивом хлещет под давлением заливает готовую продукцию невозможно продолжать нормальную работу в таких условиях,7
довожу до вашего сведения что проверка заземления в компрессорной станции просрочено выполнение подошел срок эксплуатации надеюсь на оперативное решение данной проблемы,8
вчера во время рабочей смены произошло следующее коридор цеха в зоне приема пищи требуется помыть грязь разносится по всему зданию это мешает выполнению дневного плана производства,13
в санузле первого этажа выбросите хлам бытовой мусор,13
пидорас сука,14
сверла по металлу для операторов станков закончился запас,3
в столовой поехал на дачу интересная книга,11
кто вчера обдолбался мефедроном на смене и обоссал весь туалет в литейном цеху найду этого пидораса и лично ебало разобью сука гнида порно,14
конвейерная лента на втором участке шумит при работе,0
трудовой договор в отделе кадров зарегистрируйте,5
машинное масло прорвало в коридоре администрации,7
вчера во время рабочей смены произошло следующее локальная сеть в бухгалтерии постоянно сбоит программа пишет ошибку доступа невозможно продолжать нормальную работу в таких условиях,6
холодная вода в санузле второго этажа засорился,7
пластиковая пленка привезите на участок для выполнения заказа,3
обратите внимание на то что у нас вопросы жилья на даче кто за это отвечает это не_входит в другие категории надеюсь на оперативное решение данной проблемы,11
защитное покрытие,2
травка,14
довожу до вашего сведения что сварной шов при финальной приемке имеет раковины в литье детали идут в утиль прошу принять срочные меры и прислать ответственного специалиста,2
обратите внимание на то что у нас вводный инструктаж в отделе подготовки кадров проведите инструктаж иначе не_допустят к оборудованию пожалуйста разберитесь с этим как можно быстрее,9
довожу до вашего сведения что техника безопасности в зоне погрузки заблокировано запретите работу до устранения пожалуйста разберитесь с этим как можно быстрее,4
довожу до вашего сведения что калибровка весов в вентиляционной камере запишите в план нужна отметка в журнале то прошу принять срочные меры и прислать ответственного специалиста,8
зарезать твари,14
идиот,14
вчера во время рабочей смены произошло следующее повышение квалификации для сотрудников смены num запишите группу для повышения разряда пожалуйста разберитесь с этим как можно быстрее,9
дренажная система прорвало,7
потерянные ключи,11
срочное обращение к руководству циркулярная пила около сборочной линии выдает критическую ошибку давление упало до нуля это мешает выполнению дневного плана производства,0
нужно срочно,3
дренажная система протекает,7
довожу до вашего сведения что сменное задание на май месяц согласуйте объемы потому что сломался пресс прошу принять срочные меры и прислать ответственного специалиста,10
сво пиздец,14
бытовой мусор протрите пыль в кабинетах администрации,13
на ноутбуке отключилась во время работы антивирусная программа,6
обратите внимание на то что у нас экзамен по электробезопасности в отделе подготовки кадров направьте на курсы для допуска к самостоятельной работе прошу принять срочные меры и прислать ответственного специалиста,9
для ремонтной бригады срочно требуются пластиковая пленка,3
машинное масло сочится из стены под прессом,7
на сервере предприятия не_принимает пароль сетевой диск,6
дренажная система в углу сборочного цеха протекает,7
прогулка подумал вчера,11
уебок,14
прогулка в парке на остановке хочу почитать,11
лошье сука,14
повышение квалификации проведите инструктаж по технике безопасности,9
редуктор издает металлический скрежет в ремонтной зоне,0
вчера во время рабочей смены произошло следующее наряд на работу по проекту модернизации утвердите у начальника согласно новому заданию руководства прошу принять срочные меры и прислать ответственного специалиста,10
в очередной раз сообщаю что мужской туалет на лестничной площадке уберите грязь стоит неприятный запах надеюсь на оперативное решение данной проблемы,13
срочное обращение к руководству офисный принтер у секретаря закончился тонер невозможно распечатать накладные прошу принять срочные меры и прислать ответственного специалиста,12
для ремонтной бригады выдайте со склада машинное масло,3
для операторов станков полностью закончились ветошь для протирки,3
картридж с тонером не_включается вообще в бухгалтерии,12
мировая война пиздец,14
нихуя блять,14
засорился бак с,7
спиды,14
редуктор в штамповочном цеху сломался,0
не_убрана территория перед входом num,13
в очередной раз сообщаю что линейный размер после шлифовки не_соответствует чертежу невозможно собрать узел надеюсь на оперативное решение данной проблемы,2
экзамен по электробезопасности в учебном классе нужно организовать,9
срочное обращение к руководству нужен совет в столовой хочу предложить прошу убрать это надеюсь на оперативное решение данной проблемы,11
вчера во время рабочей смены произошло следующее смена на кухне планирую поехать vse ostalis dovolny пожалуйста разберитесь с этим как можно быстрее,11
заебали,14
засорилась слой пыли,13
капает на,7
после шлифовки имеет раковины в литье резьбовое соединение,2
плановое обслуживание системы смазки конвейера num,8
оформить командировку для сотрудника num дата num,5
кончить,14
зарегистрируйте перевод в,5
вчера во время рабочей смены произошло следующее циркулярная пила в ремонтной зоне выдает критическую ошибку сработала аварийная защита невозможно продолжать нормальную работу в таких условиях,0
вчера во время рабочей смены произошло следующее гидравлический шланг в подвале здания свищет во все стороны затопило нижний этаж надеюсь на оперативное решение данной проблемы,7
чай,11
закончился тонер клавиатура,12
прогулка пошел прогуляться по общим вопросам,11
на рампе погрузки пробивает на корпус силовой кабель,1
хуесос бля,14
электропроводка пробивает на,1
курилка во засорилась,13
закончился тонер клавиатура,12
в очередной раз сообщаю что кофе на прилегающей территории нужна помощь с решением просто хотел спросить пожалуйста разберитесь с этим как можно быстрее,11
диагностика систем на шлифовальном участке просрочено выполнение,8
срочное обращение к руководству обучение сотрудников для новых операторов направьте на курсы согласно требованиям закона невозможно продолжать нормальную работу в таких условиях,9
обратите внимание на то что у нас раковина в умывальнике после ремонта оборудования требуется помыть уборщица не_приходила два дня пожалуйста разберитесь с этим как можно быстрее,13
прогулка в парке в коридоре слушаю музыку,11
заблокировано респиратор,4
поверхность заготовки после шлифовки весь в царапинах,2
сводки новостей о войне и авиаударах в сирии,14
мобилизация бля,14
хуйня нахуй,14
кто за поход,11
лох твари,14
довожу до вашего сведения что кран балка в механическом отделении сломался слышен странный свист пожалуйста разберитесь с этим как можно быстрее,0
розетка в коридоре оборвался,1
обратите внимание на то что у нас поверка приборов в вентиляционной камере просрочено выполнение направьте специалистов по обслуживанию пожалуйста разберитесь с этим как можно быстрее,8
выебать мразь,14
охуеть нахуй,14
в санузле второго этажа засорился бак с эмульсией,7
довожу до вашего сведения что обсуждение проекта в гостях у друзей слушаю музыку просто прогуливаюсь это мешает выполнению дневного плана производства,11
обратите внимание на то что у нас кофе в коридоре подскажите по вопросу надо протереть стол от кофе пожалуйста разберитесь с этим как можно быстрее,11
plan,14
для цеха металлообработки не_соответствует возможностям чертежи деталей,10
вчера во время рабочей смены произошло следующее больничный лист в отделе кадров потерялся в отделе кадров прошу внести изменения в базу прошу принять срочные меры и прислать ответственного специалиста,5
в компрессорной станции подошло время делать поверка приборов,8
срочное обращение к руководству силовой кабель на рампе погрузки перегорела запахло горелой проводкой надеюсь на оперативное решение данной проблемы,1
граната шпиливили,14
вчера во время рабочей смены произошло следующее клавиатура в приемной не_печатает документы компьютер не_видит мышку это мешает выполнению дневного плана производства,12
хуйня нахуй,14
вчера во время рабочей смены произошло следующее водяной насос на втором участке не_запускается горит красная лампочка надеюсь на оперативное решение данной проблемы,0
довожу до вашего сведения что план производства для сборочной бригады отстает от графика согласно новому заданию руководства прошу принять срочные меры и прислать ответственного специалиста,10
в кабинетах администрации засорилась курилка во дворе,13
обратите внимание на то что у нас плановое то для измерительного инструмента требуется выполнить подошел срок эксплуатации пожалуйста разберитесь с этим как можно быстрее,8
обратите внимание на то что у нас доступ в интернет в диспетчерской службе требует обновления база данных недоступна пожалуйста разберитесь с этим как можно быстрее,6
довожу до вашего сведения что калибровка весов в компрессорной станции запишите в план согласно утвержденному плану это мешает выполнению дневного плана производства,8
гаш нахуй,14
довожу до вашего сведения что покупка машины в столовой произошел инцидент никто не_знает ответа невозможно продолжать нормальную работу в таких условиях,11
кран балка на окрасочном участке отключился сам по себе,0
спайс,14
подключение к vpn в бухгалтерии не_принимает пароль,6
грязь на полу после ремонта оборудования подметите пожалуйста,13
одна фаза дымится,1
вчера во время рабочей смены произошло следующее выходные дни по общим вопросам смотрю сериал pogoda segodnya raduet это мешает выполнению дневного плана производства,11
ниггер нахуй,14
сломалась кран балка num,0
удар током от корпуса станка num,1
смерть нахуй,14
довожу до вашего сведения что рецепты блюд на проходной завода пошел прогуляться просто хотел спросить надеюсь на оперативное решение данной проблемы,11
одна фаза в коридоре выбило,1
нужна калибровка измерительных приборов,8
в очередной раз сообщаю что отрезные диски для болгарки для ремонтной бригады выдайте со склада нечем протирать детали невозможно продолжать нормальную работу в таких условиях,3
срочное обращение к руководству техническое обслуживание на шлифовальном участке запишите в план подготовьте акты выполненных работ это мешает выполнению дневного плана производства,8
срочное обращение к руководству дренажная система на чердаке над архивом подтекает на стыке срочно перекройте стояк пожалуйста разберитесь с этим как можно быстрее,7
